event_name,page_url,header,agent,region,time,date,anonymous_id,itinerary_id,mongo_id,user_id
vacation card selected,https://pickyourtrail.com/vacations/maldives?utm_source=google&utm_medium=cpc&utm_campaign=Google_Maldives_Performance_Max&utm_keyword=&utm_content=17915103527&utm_feeditemid=&utm_targetid=&utm_creative=&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRrrAOmrl_qtqpjmGaJvtGCRDeG3_UgVTsqYbae0FwWTIw9uva_mjGBoCwSIQAvD_BwE,Maldives Tour Packages | Book Maldives Packages from India,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:55:03 AM,23/03/23,87f11e6f-7a10-4df6-a41f-c1c707398f17,,641b9c7a73ec2e000198591b,8851891327
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:54:58 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives?m=pl-gcm&itineraryId=61b81f73443ed50001fd8cfe&n=3&rc=mle&name=Charming+3+Nights+Maldives+Package+From+Chennai&rn=Maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:54:55 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/vacations/maldives?utm_source=google&utm_medium=cpc&utm_campaign=Google_PPC-Search_MaldivesPackages-Paid-Packages-LP&utm_keyword=maldives%20package&utm_content=14386345825&utm_feeditemid=136718475826&utm_targetid=aud-1692529228021:kwd-660811549&utm_creative=605251727701&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRj5XjoInhnZMVYF-ngN8NXvR8zYYpY3KyB-fAneErUeuTbCA3BazjBoC8qwQAvD_BwE,Maldives Tour Packages | Book Maldives Packages from India,"Mozilla/5.0 (Linux; Android 12; 220333QBI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",,5:54:50 AM,23/03/23,3cfaa153-67f9-4b07-8a67-f6f6cb348f1c,,,
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:54:40 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives?m=pl-gcm&itineraryId=61b81f73443ed50001fd8cfe&n=3&rc=mle&name=Charming+3+Nights+Maldives+Package+From+Chennai&rn=Maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:54:37 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Tooltip Closed,https://pickyourtrail.com/us/customize/ity/inclusions/alternate-hotels/69_SEP_17Oct2023-23Oct2023/641b9beb73ec2e0001985764,10 nights to Rome and Venice 641b9beb73ec2e0001985764 | Book Now,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",EUROPE,5:54:28 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,641b9beb73ec2e0001985764,641b9bea5c89210001c1cf37,
Change Clicked,https://pickyourtrail.com/us/customize/ity/inclusions/641b9beb73ec2e0001985764,10 nights to Rome and Venice 641b9beb73ec2e0001985764 | Book Now,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",EUROPE,5:54:26 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,641b9beb73ec2e0001985764,641b9bea5c89210001c1cf37,
Page Viewed,https://pickyourtrail.com/us/customize/ity/inclusions/alternate-hotels/69_SEP_17Oct2023-23Oct2023/641b9beb73ec2e0001985764,10 nights to Rome and Venice 641b9beb73ec2e0001985764 | Book Now,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",EUROPE,5:54:26 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,641b9beb73ec2e0001985764,641b9bea5c89210001c1cf37,
Page Viewed,https://pickyourtrail.com/packages/dazzling-6-nights-bali-and-singapore-honeymoon-packages-from-india,pickyourtrail,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1 (compatible; AdsBot-Google-Mobile; +http://www.google.com/mobile/adsbot.html)",,5:54:20 AM,23/03/23,64f5ea05-508b-4799-89b9-96a750c46bc2,,,
Page Viewed,https://pickyourtrail.com/packages-with-flights/south-africa?utm_source=google&utm_medium=cpc&utm_campaign=Google_PPC-Search_Maldives_DSA&utm_keyword=&utm_content=14490748533&utm_feeditemid=128353171842&utm_targetid=dsa-19959388920&utm_creative=618520509978&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRjTHoE0YtYAJAWxMZDbsu6MM-5dtkHWMsuQrMyrSkNMrUAmSO6CElBoCHaAQAvD_BwE,South Africa Packages with Flight Tours | Pickyourtrail,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/111.0.5563.72 Mobile/15E148 Safari/604.1",,5:54:17 AM,23/03/23,cae8564c-0ef6-4f6b-bfd5-dadf0e0c5fd4,,,
Page Viewed,https://pickyourtrail.com/vacations/maldives?utm_source=google&utm_medium=cpc&utm_campaign=Google_Maldives_Performance_Max&utm_keyword=&utm_content=17915103527&utm_feeditemid=&utm_targetid=&utm_creative=&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRrrAOmrl_qtqpjmGaJvtGCRDeG3_UgVTsqYbae0FwWTIw9uva_mjGBoCwSIQAvD_BwE,Maldives Tour Packages | Book Maldives Packages from India,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:54:16 AM,23/03/23,87f11e6f-7a10-4df6-a41f-c1c707398f17,,641b9c7a73ec2e000198591b,8851891327
Page Viewed,https://pickyourtrail.com/ae/customize/che/inclusions/641b9c1373ec2e0001985771,"6 nights to Zurich, Lucerne and Interlaken 641b9c1373ec2e0001985771 | Book Now","Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,5:54:16 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,641b9c1373ec2e0001985771,641b9c125c89210001c1cf40,527488953
Page Viewed,https://pickyourtrail.com/packages/incredible-7-nights-indore-to-bali-packages,pickyourtrail,AdsBot-Google (+http://www.google.com/adsbot.html),,5:54:03 AM,23/03/23,94e2378e-95ec-4703-aacf-aea1ee79be42,,,
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:54:01 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/packages/magnificent-11-nights-madrid-spain-tour-package,pickyourtrail,AdsBot-Google (+http://www.google.com/adsbot.html),,5:53:59 AM,23/03/23,9780180e-d786-411e-ac22-26d967cd471e,,,
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives?m=pl-gcm&itineraryId=61b81f502633d200013db95a&n=2&rc=mle&name=Lovely+2+Nights+Maldives+Holiday+Packages+From+Chennai&rn=Maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:59 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/ae/customize/che/inclusions/hotel-details/84_SEP_10Jun2023-12Jun2023/641b9c1373ec2e0001985771,"6 nights to Zurich, Lucerne and Interlaken 641b9c1373ec2e0001985771 | Book Now","Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,5:53:57 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,641b9c1373ec2e0001985771,641b9c125c89210001c1cf40,527488953
View Details Clicked,https://pickyourtrail.com/ae/customize/che/inclusions/641b9c1373ec2e0001985771,"6 nights to Zurich, Lucerne and Interlaken 641b9c1373ec2e0001985771 | Book Now","Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,5:53:56 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,641b9c1373ec2e0001985771,641b9c125c89210001c1cf40,527488953
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:56 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/ae/customize/che/inclusions/641b9c1373ec2e0001985771,Customise & Book Now Relaxing 7 day Switzerland itinerary for the Honeymoon travellers,"Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,5:53:55 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,641b9c1373ec2e0001985771,641b9c125c89210001c1cf40,527488953
Costing Updated,https://pickyourtrail.com/ae/packages/relaxing-7-day-switzerland-itinerary-for-the-honeymoon-travellers/get-cost/641b9c1373ec2e0001985771/costing-delay,Customise & Book Now Relaxing 7 day Switzerland itinerary for the Honeymoon travellers,"Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,5:53:55 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,641b9c1373ec2e0001985771,641b9c125c89210001c1cf40,527488953
Itinerary Created,https://pickyourtrail.com/ae/packages/relaxing-7-day-switzerland-itinerary-for-the-honeymoon-travellers/get-cost/641b9c1373ec2e0001985771/costing-delay,Customise & Book Now Relaxing 7 day Switzerland itinerary for the Honeymoon travellers,"Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,5:53:55 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,,641b9c125c89210001c1cf40,527488953
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives?m=pl-gcm&itineraryId=61b81f502633d200013db95a&n=2&rc=mle&name=Lovely+2+Nights+Maldives+Holiday+Packages+From+Chennai&rn=Maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:53 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
vacation card selected,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:53 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/us/customize/ity/inclusions/641b9beb73ec2e0001985764,Customise & Book Now Dreamy 10 Nights Italy Honeymoon Tour Package,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",EUROPE,5:53:51 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,641b9beb73ec2e0001985764,641b9bea5c89210001c1cf37,
Costing Updated,https://pickyourtrail.com/us/packages/dreamy-itinerary-for-the-best-honeymoon-vacation-to-italy/get-cost/641b9beb73ec2e0001985764/costing-delay,Customise & Book Now Dreamy 10 Nights Italy Honeymoon Tour Package,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",EUROPE,5:53:51 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,641b9beb73ec2e0001985764,641b9bea5c89210001c1cf37,
Itinerary Created,https://pickyourtrail.com/us/packages/dreamy-itinerary-for-the-best-honeymoon-vacation-to-italy/get-cost/641b9beb73ec2e0001985764/costing-delay,Customise & Book Now Dreamy 10 Nights Italy Honeymoon Tour Package,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",,5:53:51 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,,641b9bea5c89210001c1cf37,
Page Viewed,https://pickyourtrail.com/ae/packages/relaxing-7-day-switzerland-itinerary-for-the-honeymoon-travellers/get-cost/641b9c1373ec2e0001985771/costing-delay,Customise & Book Now Relaxing 7 day Switzerland itinerary for the Honeymoon travellers,"Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,5:53:49 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,,641b9c125c89210001c1cf40,527488953
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:48 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/ae/packages/relaxing-7-day-switzerland-itinerary-for-the-honeymoon-travellers/get-cost/60145b847f41c10001f48cf8,Customise & Book Now Relaxing 7 day Switzerland itinerary for the Honeymoon travellers,"Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,5:53:48 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,,641b9c125c89210001c1cf40,527488953
Signup,https://pickyourtrail.com/ae/packages/relaxing-7-day-switzerland-itinerary-for-the-honeymoon-travellers/get-cost/60145b847f41c10001f48cf8,Customise & Book Now Relaxing 7 day Switzerland itinerary for the Honeymoon travellers,"Mozilla/5.0 (Linux; Android 10; vivo 1929) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,5:53:48 AM,23/03/23,69e25074-dd87-413b-96c6-44a9a785162c,,641b9c125c89210001c1cf40,527488953
Page Viewed,https://pickyourtrail.com/packages-from-chennai/maldives?m=pl-gcm&itineraryId=61b81f73443ed50001fd8cfe&n=3&rc=mle&name=Charming+3+Nights+Maldives+Package+From+Chennai&rn=Maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:45 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
vacation card selected,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:45 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/packages-from-delhi/dubai,Dubai Packages from Delhi | Book A Dubai Tour from Delhi,"Mozilla/5.0 (Linux; Android 11; vivo 1904) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",,5:53:42 AM,23/03/23,56041078-616b-486e-9ee9-8dcaa53c76a2,,,
Page Viewed,https://pickyourtrail.com/packages-from-delhi/dubai?m=pl-gcm&itineraryId=6260b4e49b4efe0001588f65&n=6&rc=dxb&name=Lovely+6+Nights+Dubai+Honeymoon+Packages+from+Delhi+with+airfare&rn=Dubai,Dubai Packages from Delhi | Book A Dubai Tour from Delhi,"Mozilla/5.0 (Linux; Android 11; vivo 1904) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",,5:53:38 AM,23/03/23,56041078-616b-486e-9ee9-8dcaa53c76a2,,,
Page Viewed,https://pickyourtrail.com/vacations/australia?utm_source=google&utm_medium=cpc&utm_campaign=Google_Australia_Performance_Max&utm_keyword=&utm_content=18037055649&utm_feeditemid=&utm_targetid=&utm_creative=&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRsiuP7goGB8jbxq7g2yx8kLEqX-W3CdSjxa0909MIFmgrPSDXWe2ZxoClqcQAvD_BwE,Australia Tour Packages from India | Holiday Plans for you,"Mozilla/5.0 (Linux; Android 12; motorola edge 20 fusion) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,5:53:34 AM,23/03/23,5f5ccdf2-382e-45ff-b58d-306f3d4e3740,,,
Page Viewed,https://pickyourtrail.com/packages-from-delhi/dubai,Dubai Packages from Delhi | Book A Dubai Tour from Delhi,"Mozilla/5.0 (Linux; Android 11; vivo 1904) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",,5:53:34 AM,23/03/23,56041078-616b-486e-9ee9-8dcaa53c76a2,,,
Page Viewed,https://pickyourtrail.com/vacations/australia?utm_source=google&utm_medium=cpc&utm_campaign=Google_Australia_Performance_Max&utm_keyword=&utm_content=18037055649&utm_feeditemid=&utm_targetid=&utm_creative=&utm_adposition=&gclid=EAIaIQobChMIyODcw-Tw_QIVd5JmAh2ubAUtEAAYASAAEgIEjfD_BwE,Australia Tour Packages from India | Holiday Plans for you,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/111.0.5563.72 Mobile/15E148 Safari/604.1",,5:53:31 AM,23/03/23,d306c682-5e0b-46fc-a4d8-ffb9df0525d6,,,
Page Viewed,https://pickyourtrail.com/packages-from-delhi/dubai?m=pl-gcm&itineraryId=6260b4e49b4efe0001588f65&n=6&rc=dxb&name=Lovely+6+Nights+Dubai+Honeymoon+Packages+from+Delhi+with+airfare&rn=Dubai,Dubai Packages from Delhi | Book A Dubai Tour from Delhi,"Mozilla/5.0 (Linux; Android 11; vivo 1904) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",,5:53:28 AM,23/03/23,56041078-616b-486e-9ee9-8dcaa53c76a2,,,
Page Viewed,https://pickyourtrail.com/packages/glorious-bali-packages-with-gili-island,pickyourtrail,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1 (compatible; AdsBot-Google-Mobile; +http://www.google.com/mobile/adsbot.html)",,5:53:24 AM,23/03/23,b2e8be19-b752-498f-bd2c-d98f92f7c702,,,
Page Viewed,https://pickyourtrail.com/vacations/maldives?utm_source=google&utm_medium=cpc&utm_campaign=Google_PPC-Search_MaldivesPackages-Paid-Packages-LP&utm_keyword=maldives%20package&utm_content=14386345825&utm_feeditemid=136718475826&utm_targetid=kwd-660811549&utm_creative=605251727701&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRqkFBXQcAnLcOkJjA0gnRkl_3XADWgDAeEsRNLSVHykblnJnslyTKRoCyk0QAvD_BwE,Maldives Tour Packages | Book Maldives Packages from India,"Mozilla/5.0 (Linux; Android 12; HD1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",,5:53:18 AM,23/03/23,37204a0e-ed18-4e99-9c40-adc361cb57af,,,
Inclusions Modified,https://pickyourtrail.com/customize/tha/inclusions/641b9b3a5c89210001c1cf28,4 nights to Phuket 641b9b3a5c89210001c1cf28 | Book Now,"Mozilla/5.0 (Linux; Android 11; RMX3231 Build/RP1A.201005.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.61 Mobile Safari/537.36 Instagram 274.0.0.26.90 Android (30/11; 272dpi; 720x1461; realme; RMX3231; RMX3231; RMX3231; en_US; 456141776)",SEA,5:53:16 AM,23/03/23,fb65df26-c84b-45eb-a9a0-5e69db2b5496,641b9b3a5c89210001c1cf28,641b9b395c89210001c1cf24,8289944188
Footer destination clicked,https://pickyourtrail.com/packages/beauty-overloaded-a-5-day-europe-itinerary,Plan a Beauty overloaded 5 day Europe trip - Pick your trail,"Mozilla/5.0 (Linux; Android 7.1.1; H3311) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,5:53:14 AM,23/03/23,6895b025-3865-41cf-a506-dd81b9eb3fb4,,,
Packages Form Field Filled,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:12 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/us/packages/dreamy-itinerary-for-the-best-honeymoon-vacation-to-italy/get-cost/641b9beb73ec2e0001985764/costing-delay,Customise & Book Now Dreamy 10 Nights Italy Honeymoon Tour Package,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",,5:53:10 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,,641b9bea5c89210001c1cf37,
Page Viewed,https://pickyourtrail.com/us/packages/dreamy-itinerary-for-the-best-honeymoon-vacation-to-italy/get-cost/602187d2e3e86e00017c415d,Customise & Book Now Dreamy 10 Nights Italy Honeymoon Tour Package,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",,5:53:08 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,,641b9bea5c89210001c1cf37,
Signup,https://pickyourtrail.com/us/packages/dreamy-itinerary-for-the-best-honeymoon-vacation-to-italy/get-cost/602187d2e3e86e00017c415d,Customise & Book Now Dreamy 10 Nights Italy Honeymoon Tour Package,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.44",,5:53:08 AM,23/03/23,570c0536-2f75-448d-86ab-b26b8f59bace,,641b9bea5c89210001c1cf37,
Packages Form Field Filled,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:53:04 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
Page Viewed,https://pickyourtrail.com/us,Customised Vacation Packages - Book Couple Vacations from USA,"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",,5:53:03 AM,23/03/23,71b12573-1bd3-4f32-9e1d-5fe63f6bccde,,,
Inclusions Modified,https://pickyourtrail.com/customize/tha/inclusions/641b9b3a5c89210001c1cf28,4 nights to Phuket 641b9b3a5c89210001c1cf28 | Book Now,"Mozilla/5.0 (Linux; Android 11; RMX3231 Build/RP1A.201005.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.61 Mobile Safari/537.36 Instagram 274.0.0.26.90 Android (30/11; 272dpi; 720x1461; realme; RMX3231; RMX3231; RMX3231; en_US; 456141776)",SEA,5:53:03 AM,23/03/23,fb65df26-c84b-45eb-a9a0-5e69db2b5496,641b9b3a5c89210001c1cf28,641b9b395c89210001c1cf24,8289944188
Page Viewed,https://pickyourtrail.com/packages/the-perfect-10-night-denmark-itinerary-to-an-idyllic-honeymoon,pickyourtrail,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1 (compatible; AdsBot-Google-Mobile; +http://www.google.com/mobile/adsbot.html)",,5:52:59 AM,23/03/23,767d838f-3316-4c9c-bf85-a5c907c49434,,,
Page Viewed,https://pickyourtrail.com/us,Customised Vacation Packages - Book Couple Vacations from USA,"Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",,5:52:58 AM,23/03/23,71b12573-1bd3-4f32-9e1d-5fe63f6bccde,,,
Packages Form Field Filled,https://pickyourtrail.com/packages-from-chennai/maldives,Maldives Tour Package from Chennai | Book Chennai to Maldives Honeymoon Trip,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,5:52:52 AM,23/03/23,59c9de8e-389a-41ab-9e19-15699ee554d7,,641b9bef5c89210001c1cf3b,9444679477
